Dichotomancy	Mudhole	31.55
Myr Mindservant	Ridged Kusite	72.6
Genesis Chamber	Gempalm Incinerator	52.64
Sealock Monster	Dig Through Time	8.28
Phyrexian Rebirth	Horizon Canopy	33.62
Damping Engine	Visions of Beyond	82.83
One with Nature	Jungle Shrine	39.35
Shifty Doppelganger	Entomber Exarch	38.61
Izzet Chronarch	Gomazoa	49.37
Logic Knot	Apothecary Initiate	8.5
Armored Cancrix	Nacatl Savage	76.32
Goblin Rabblemaster	Armored Griffin	3.86
Oran-Rief Hydra	No-Dachi	34.38
Scragnoth	Riptide Shapeshifter	54.62
Hit	Orcish Paratroopers	25.36
Heal the Scars	Casting of Bones	72.15
Fragmentize	Metalwork Colossus	80.64
Combustible Gearhulk	Lair Delve	94.02
Groundswell	Expose Evil	79.65
Seer's Lantern	Hedge Troll	62.52
Favor of the Mighty	Springjack Pasture	67.5
Lashknife Barrier	Spy Kit	27.46
Undead Minotaur	Divine Retribution	65.01
Corpsejack Menace	Psychotrope Thallid	23.01
Evermind	Bonds of Faith	43.98
Baru, Fist of Krosa	Bounding Krasis	58.45
Blazing Shoal	Tide Drifter	22.39
Steamflogger Boss	Geier Reach Sanitarium	31.92
I'm Rubber, You're Glue	Brain Freeze	80.17
Deep Analysis	Aura Shards	56.03
Golgari Grave-Troll	Stampeding Rhino	93.11
Joyous Respite	Consult the Necrosages	9.66
Thicket Elemental	Dragonlord Ojutai	85.55
Magnivore	Vodalian Mage	33.33
Reign of the Pit	Debt of Loyalty	54.27
Channel	Vigean Intuition	88.74
Krasis Incubation	Protean Hydra	73.39
Netter en-Dal	Ancient Excavation	11.76
Moonring Island	Stormtide Leviathan	90.22
Mercy Killing	Kird Chieftain	55.41
Mortal's Ardor	Stream Hopper	49.83
Shimian Night Stalker	Flame Burst	72.62
Whirlpool Warrior	Deadly Insect	71.4
Temporal Fissure	Loaming Shaman	52.39
Harvest Wurm	Ulvenwald Hydra	23.15
Dauthi Marauder	Lifeline	82.17
Cateran Summons	Crackleburr	87.08
Thraben Heretic	Sideswipe	27.5
Halimar Depths	Bountiful Harvest	90.79
Wee Dragonauts	Krovikan Horror	86.19
Fatigue	Reflect Damage	54.47
Gaddock Teeg	Eyes of the Wisent	13.64
Sporeback Troll	Treefolk Healer	25.4
Distended Mindbender	Cloudshift	42.94
Corrupted Grafstone	Natural State	61.98
Plunge into Darkness	Rakdos Keyrune	67.09
Temporal Extortion	Firemane Angel	38.78
Gideon, Champion of Justice	Pursuit of Knowledge	44.98
Ophidian Eye	Vivid Marsh	50.79
Psychic Intrusion	Akoum Hellkite	49.12
Feldon's Cane	Telekinesis	34.47
Spectral Lynx	Uril, the Miststalker	20.56
Sylvan Tutor	Kytheon's Irregulars	62.85
Bone Splinters	Icatian Skirmishers	84.61
Nyx-Fleece Ram	Desolation Giant	29.6
Weird Harvest	Docent of Perfection	24.6
Porphyry Nodes	Empty the Warrens	64.88
Shrouded Lore	Explosive Vegetation	21.14
Reiver Demon	Russet Wolves	93.73
Guardian Seraph	Avarice Totem	36.99
Aven Mimeomancer	Mondronen Shaman	65.05
Broodstar	Nantuko Shade	51.72
Black Sun's Zenith	Rayne, Academy Chancellor	20.58
Mistmeadow Witch	Man-o'-War	24.56
Fountain Watch	Sandstorm Charger	76.68
Scout's Warning	Vedalken Plotter	27.81
Liliana's Specter	Cruel Ultimatum	92.02
Mystic of the Hidden Way	Frenetic Raptor	31.4
Galerider Sliver	Kraken Hatchling	74.62
Commander Greven il-Vec	Question Elemental?	71.22
Serpent Assassin	Chains of Mephistopheles	89.05
Krovikan Rot	Kavu Glider	32.35
Stensia Bloodhall	Call the Bloodline	31.57
Fleet-Footed Monk	Shape Stealer	85.81
Mold Demon	Into the Void	74.93
Clockwork Steed	Dokai, Weaver of Life	83.04
Predator's Howl	Stroke of Genius	82.11
Lodestone Golem	Breaking	69.06
Fortune's Favor	Dampen Thought	39.71
Unmake the Graves	Tower of Fortunes	24.87
Ant Queen	Oboro Breezecaller	12.61
Nath's Elite	Unholy Citadel	47.1
Baneful Omen	Dark Confidant	8.09
Scapegoat	Sultai Runemark	40.21
Pitchburn Devils	Lorthos, the Tidemaker	94.37
Ishai, Ojutai Dragonspeaker	Dragonstorm	20.18
Revel of the Fallen God	Glimmervoid	22.46
Necromancer's Stockpile	Expropriate	31.59
Amoeboid Changeling	Doomed Necromancer	52.03
Dance of the Dead	Pharika's Mender	36.09
Heartseeker	Hearth Kami	73.58
Clifftop Retreat	Hymn to Tourach	89.38
Tidal Flats	Heirs of Stromkirk	28.16
Memory Jar	Gruul Guildmage	85.7
Soul of New Phyrexia	Disciple of Bolas	45.19
Holy Armor	Archwing Dragon	13.09
Talara's Battalion	Tattermunge Duo	74.0
Pain Seer	Celestial Colonnade	83.03
Command Tower	Spore Cloud	80.79
Peace Strider	Nyx Weaver	86.08
Mulldrifter	Who	78.95
Soul of Innistrad	Gaea's Skyfolk	41.26
Land Tax	Bye	100
Vesuva	Despoiler of Souls	11.46
Oboro, Palace in the Clouds	Incoming!	68.28
Harmonic Sliver	Awe for the Guilds	12.1
Telekinesis	Ubul Sar Gatekeepers	59.46
Jhessian Thief	Time Spiral	88.24
Halo Hunter	Shard Volley	54.06
Villainous Ogre	Vampire Lacerator	13.5
Village Messenger	Whisperwood Elemental	79.22
Coral Barrier	Runechanter's Pike	25.86
Spirit Bonds	Bring to Light	27.77
Foundry Inspector	Archdemon of Unx	75.18
Sturmgeist	Isolated Chapel	45.11
Pia and Kiran Nalaar	Nahiri's Wrath	83.75
Master Apothecary	Plated Geopede	71.31
Omnibian	Cinder Shade	17.41
Wei Elite Companions	Slingshot Goblin	49.09
City of Shadows	Codex Shredder	61.53
True Conviction	Spirespine	81.85
Pristine Angel	Stampede	12.72
Skywinder Drake	Darting Merfolk	69.32
Faith's Fetters	Gustcloak Cavalier	80.7
Death Spark	Dreamstone Hedron	69.71
Resolute Blademaster	Prowling Nightstalker	85.76
Forbidden Alchemy	Glissa Sunseeker	54.48
Repulse	Damia, Sage of Stone	33.29
Restless Dead	Sensei Golden-Tail	18.44
Svogthos, the Restless Tomb	Nature's Kiss	12.62
Time Reversal	Auriok Replica	94.46
Defiant Falcon	Harvester of Souls	79.23
Tribal Flames	Tradewind Rider	60.17
Spiketail Drake	Naturalize	72.25
Aethermage's Touch	Ravages of War	70.68
Everglades	Sudden Impact	46.16
Spellskite	Enduring Ideal	28.99
Tromp the Domains	Wolfbriar Elemental	80.49
Feed the Pack	Call of the Herd	64.31
Sunscape Apprentice	Palladium Myr	20.13
Sakashima's Student	Odds	71.08
Sacred Rites	Joraga Treespeaker	6.12
Gatekeeper of Malakir	Battering Sliver	15.28
Feral Incarnation	Darksteel Colossus	89.01
Marble Titan	Lapis Lazuli Talisman	15.82
Arcbound Reclaimer	Cloud Spirit	22.64
Duskmantle, House of Shadow	Rupture Spire	46.4
Thromok the Insatiable	Dack's Duplicate	60.25
Dakmor Plague	Takenuma Bleeder	50.86
Scarred Puma	Kruphix, God of Horizons	4.87
Savage Hunger	Panglacial Wurm	4.9
Scorched Earth	Flamewave Invoker	51.15
Life Chisel	Olivia's Dragoon	68.06
Reconstruction	Ob Nixilis, the Fallen	11.37
Ghitu Fire	Flickerwisp	12.21
Divine Retribution	Undead Minotaur	65.01
Lifeblood	Steamclaw	46.21
Boros Reckoner	Golgari Rot Farm	17.07
Knighthood	Pardic Collaborator	33.5
Hellfire Mongrel	Sphere of Purity	16.25
Chancellor of the Forge	Grave Sifter	65.95
Ephara, God of the Polis	Watcher in the Web	14.95
Galerider Sliver	Uninvited Geist	40.28
Benevolent Bodyguard	Darkest Hour	59.13
Silkenfist Fighter	Sage of Ancient Lore	91.75
Wanderwine Prophets	Sivvi's Ruse	85.8
Mindwrack Liege	Kozilek's Pathfinder	11.69
Deceiver of Form	Barbed Lightning	67.66
Stampede Driver	Spoils of the Vault	80.85
Metallurgeon	Marath, Will of the Wild	85.59
Dromar's Charm	Perish	69.35
Nature's Resurgence	Echoing Decay	43.98
Master of Etherium	Nantuko Mentor	8.17
Trickbind	Kiora, the Crashing Wave	37.69
Centaur Healer	Sphinx of Lost Truths	60.56
Eyeblight's Ending	Rumbling Baloth	17.49
Seal of Doom	Fog Bank	57.45
Academy Elite	Hunting Wilds	54.72
Dragon Mantle	Vampire Envoy	59.38
Ancient Amphitheater	Scrounge	62.75
Kagemaro's Clutch	Sunbond	69.1
Hex Parasite	Predator, Flagship	48.47
Dictate of Kruphix	Mindwrack Demon	36.93
Tandem Tactics	Counterflux	89.55
Contract from Below	Taunting Challenge	70.35
Chill of Foreboding	Kaya, Ghost Assassin	92.57
Penumbra Wurm	Atarka Efreet	85.54
Sensation Gorger	Descent of the Dragons	65.46
Sudden Reclamation	Null Caller	38.44
Bloodletter	Vorel of the Hull Clade	14.7
Elite Inquisitor	Prime Speaker Zegana	26.71
Druid Lyrist	Pulverize	23.61
Wormfang Behemoth	Tyrant's Choice	29.66
Withdraw	Ring of Kalonia	63.13
Gauntlet of Might	Lost in the Mist	15.97
Call to Glory	Volcanic Rambler	60.13
Inventor's Apprentice	Resounding Roar	35.39
Jugan, the Rising Star	Commune with Lava	29.59
Hermit Druid	Westvale Abbey	42.03
Sword of the Chosen	Gideon Jura	84.43
Steward of Valeron	Titania, Protector of Argoth	22.92
Tok-Tok, Volcano Born	Cataclysm	79.24
Eater of Days	Word of Undoing	18.89
Skirk Drill Sergeant	Salt Marsh	72.8
Flash of Defiance	Ronom Serpent	49.6
Muck Drubb	Steal Enchantment	39.92
Marisi's Twinclaws	Eldrazi Monument	85.13
Centaur's Herald	Sasaya's Essence	60.83
Death Cultist	Sire of Stagnation	12.56
Midnight Recovery	Gluttonous Slime	26.6
Sisay's Ingenuity	Incubator Drone	57.03
Smother	Grip of Chaos	41.7
Stinkweed Imp	Olivia's Bloodsworn	17.34
Blinding Mage	Teysa, Orzhov Scion	84.27
Guardian of Pilgrims	Sword of Body and Mind	94.78
Shinka, the Bloodsoaked Keep	Incite War	25.25
Orochi Eggwatcher	Goblin Tutor	40.16
Heartstone	Ensnaring Bridge	82.99
Final Fortune	Persecute	66.57
Walking Atlas	Cenn's Tactician	60.2
Weirding Shaman	Hero of Leina Tower	62.9
Battle Squadron	Rings of Brighthearth	14.37
Village Cannibals	Flusterstorm	77.79
Serenity	Our Market Research Shows That Players Like Really Long Card Names So We Made this Card to Have the Absolute Longest Card Name Ever Elemental	45.51
Teneb, the Harvester	Inkmoth Nexus	35.35
Nightsky Mimic	Kinscaer Harpoonist	24.4
Barbarian Lunatic	Magewright's Stone	19.52
Seize the Soul	Victim of Night	19.63
Curse of Shallow Graves	Sifter of Skulls	50.17
Temple Acolyte	Longtusk Cub	13.51
Mana Reflection	Turnabout	40.43
Desert Sandstorm	Fate Foretold	14.88
Arrest	Hurloon Shaman	23.17
Polluted Dead	Luminarch Ascension	10.18
Chained Throatseeker	Fortune's Favor	23.65
Research	Presence of the Master	50.94
Frogmite	Corpsejack Menace	41.15
Groundswell	Debt to the Deathless	44.43
Cliffrunner Behemoth	Pilfered Plans	38.68
Gnawing Zombie	Evolutionary Escalation	74.09
Arrows of Justice	Fungal Behemoth	64.13
Jund Battlemage	Murkfiend Liege	18.31
Burning Fields	Eldrazi Obligator	87.93
Snow-Covered Island	Breakthrough	36.4
Thoughtbind	Kiyomaro, First to Stand	79.33
Opaline Unicorn	Despoil	72.02
Sheltering Prayers	Sage's Dousing	19.8
Illusory Gains	Anowon, the Ruin Sage	27.07
Deathbringer Liege	Falkenrath Marauders	76.93
Crown of Flames	Knight of Sursi	29.28
Ghostway	Reach of Branches	58.05
Boon Reflection	Hammerheim	67.24
Wave of Vitriol	Auntie's Snitch	36.59
Curse of the Fire Penguin	Thornhide Wolves	32.4
Bloodspore Thrinax	Nezumi Cutthroat	81.27
Glimmering Angel	Animation Module	81.0
Kry Shield	Patrol Signaler	14.29
Pyretic Ritual	Pact of the Titan	50.001
Builder's Bane	Rooting Kavu	60.66
Haunted Angel	Framed!	69.54
Mana Leech	Lurker	56.95
Frenzy Sliver	Dusk Urchins	65.11
Root Sliver	Erebos's Titan	70.41
Cephalid Scout	Toxic Iguanar	43.17
Proteus Machine	Steel Overseer	13.14
Decree of Pain	Arcbound Reclaimer	15.8
Jeweled Amulet	Sunweb	32.2
Genju of the Spires	Battlegate Mimic	39.29
Angel of Renewal	Barbarian Horde	87.77
Breach	Sedraxis Alchemist	23.3
Walking Archive	Reckless One	45.22
Sunforger	Righteous Fury	16.91
Realmwright	Snap	24.5
Earthcraft	Hawkeater Moth	11.1
Abyssal Gatekeeper	Unholy Grotto	42.36
Eldrazi Mimic	Part the Waterveil	32.8
Blastoderm	Benalish Trapper	21.75
Call to the Grave	Vodalian Zombie	22.78
Ring of Kalonia	Numai Outcast	80.6
Zameck Guildmage	Rendclaw Trow	20.4
Polluted Mire	Zo-Zu the Punisher	77.81
Deep Spawn	Cloud Crusader	43.5
Vampiric Fury	Form of the Squirrel	37.55
Acidic Slime	Myr Battlesphere	52.06
Legacy's Allure	Caged Sun	32.36
Wu Spy	Crazed Skirge	58.3
Norin the Wary	Breya, Etherium Shaper	58.98
Squirrel Nest	Ashenmoor Gouger	16.54
Kiku, Night's Flower	Intimidation	84.12
Crypt Cobra	Swirling Sandstorm	51.19
Thrun, the Last Troll	Noyan Dar, Roil Shaper	18.15
Arrest	Selesnya Evangel	64.74
Icatian Lieutenant	Spectral Prison	66.4
Inner Struggle	Altar Golem	42.3
Shield Sphere	Koth of the Hammer	88.96
Millikin	Lotus Bloom	88.6
Mirri the Cursed	Showstopper	83.5
Divination	Oversoul of Dusk	51.87
Deny Reality	Illusionary Armor	78.47
Rootbound Crag	Douse	24.36
Stoic Builder	Darkwatch Elves	67.09
Indomitable Ancients	Sandstorm Eidolon	15.0
Soramaro, First to Dream	Windbrisk Raptor	55.78
Gilded Drake	Death Speakers	5.79
Sapphire Medallion	Academy Rector	23.44
Shinen of Fury's Fire	Bringer of the Green Dawn	12.09
Ornitharch	Spontaneous Generation	63.99
Ixidron	Stoic Builder	14.87
Death by Dragons	Crater Elemental	57.19
Aether Hub	Gilt-Leaf Palace	69.4
Ignite Memories	Thought Scour	57.61
Swans of Bryn Argoll	Mischievous Quanar	22.14
Horizon Drake	Sapphire Leech	77.89
Scuzzback Marauders	Redeem the Lost	43.45
Brand	Parapet Watchers	22.24
Graxiplon	Pegasus Refuge	50.26
Thran Tome	Mana Prism	49.82
Eldrazi Conscription	Descendant of Soramaro	93.25
Jungle Troll	Sphinx-Bone Wand	28.63
Expose Evil	Groundswell	79.65
Sunhome, Fortress of the Legion	Dragonlair Spider	55.38
Song of Serenity	Master Decoy	40.47
Mana Screw	That Which Was Taken	71.68
Oblivion Ring	Darkslick Shores	80.19
Crushing Vines	Horizon Spellbomb	43.43
Cloudhoof Kirin	Mishra's Toy Workshop	60.23
Rimewind Cryomancer	Thawing Glaciers	74.59
Ulamog, the Ceaseless Hunger	Skyscribing	89.07
Skeletal Kathari	Last Stand	91.7
Ogre Jailbreaker	Sagu Mauler	12.86
Rakshasa's Disdain	Eye of Yawgmoth	43.85
Lat-Nam's Legacy	Mikaeus, the Unhallowed	84.67
Lead Astray	Heroes' Bane	90.66
Gonti, Lord of Luxury	Balshan Beguiler	96.89
Hussar Patrol	Kitesail Scout	10.7
Lurking Automaton	Flame Fusillade	35.03
Reciprocate	Prime Speaker Zegana	90.09
Gaea's Liege	Rune of Protection: Lands	76.13
Cromat	Spoils of the Vault	45.08
Gonti, Lord of Luxury	Valakut Fireboar	9.71
Gigantomancer	Millstone	67.91
Lion's Eye Diamond	Carrion Feeder	24.57
Snowblind	Grave Scrabbler	86.76
Narset Transcendent	Blood Cultist	17.01
Basking Rootwalla	Faith's Reward	44.94
Call of the Wild	Jor Kadeen, the Prevailer	49.77
Angel of Jubilation	Ethercaste Knight	21.52
Fumarole	Sunrise Sovereign	37.26
Cogworker's Puzzleknot	Thran Turbine	36.21
Seething Anger	Dead Weight	13.35
Mistform Ultimus	Elder Pine of Jukai	19.14
Pikemen	Errant Ephemeron	24.1
Chronosavant	Eyes of the Watcher	44.09
Dirge of Dread	Mosswort Bridge	87.44
Pox	Locust Swarm	88.78
Radiant Fountain	Eternal Dragon	15.85
Benthic Behemoth	Jackal Pup	75.86
Woolly Loxodon	Folk Medicine	35.55
Obsessive Search	Nuisance Engine	51.2
Viashino Fangtail	Chariot of the Sun	32.85
Kor Spiritdancer	Master's Call	11.56
Yawgmoth's Will	Bye	100
Guardian of the Guildpact	Mitotic Manipulation	44.29
Assembled Alphas	Contamination	34.71
Galvanic Blast	Thoughtpicker Witch	83.97
Evolutionary Escalation	Thallid	43.43
Clout of the Dominus	Nim Replica	14.31
Heart of Ramos	Crown of the Ages	34.44
Barony Vampire	Petrahydrox	72.41
Eternal Flame	Renegade Tactics	49.16
Ancestral Vision	Stocking Tiger	13.66
Collective Voyage	Daru Encampment	69.82
Mongrel Pack	Mindlock Orb	29.44
Council of the Absolute	Lunar Mystic	47.49
Yamabushi's Flame	Wolfhunter's Quiver	32.97
Cateran Overlord	Sylvan Primordial	83.4
Ghost-Lit Nourisher	Venom Sliver	62.9
Zada, Hedron Grinder	Chub Toad	74.09
Wistful Selkie	Salvaging Station	54.39
Razor Hippogriff	Phenax, God of Deception	13.27
Ethereal Armor	Epitaph Golem	82.35
Torrent of Fire	Anthroplasm	38.98
Bloodbraid Elf	Trinket Mage	29.8
Phyrexian Crusader	Awaken the Ancient	30.43
Silverglade Elemental	Torture	64.41
Glare of Subdual	Ruins of Oran-Rief	22.05
Kilnmouth Dragon	Splinter	64.1
Clone	Foriysian Totem	91.65
Captain Sisay	Bosh, Iron Golem	76.56
Pearlspear Courier	Noble Hierarch	3.21
Parapet Watchers	Brand	22.24
Akroan Phalanx	Anafenza, Kin-Tree Spirit	93.9
Scion of the Ur-Dragon	Shivan Wurm	79.91
Pariah's Shield	Geothermal Crevice	71.83
Lord of the Unreal	Fyndhorn Elves	40.03
Wildfield Borderpost	Skullclamp	7.2
Lost Auramancers	Tablet of the Guilds	29.19
Gilt-Leaf Seer	Wailing Ghoul	36.8
Darksteel Colossus	Might Sliver	12.75
Odylic Wraith	Inkfathom Witch	15.04
Icefall Regent	Electrolyze	16.44
Walk the Aeons	Bloodbraid Elf	76.49
Ogre Enforcer	Return to the Ranks	16.49
Butcher of Malakir	Efreet Weaponmaster	82.07
Touch of Death	Returned Reveler	48.79
Icatian Store	Priest of Titania	94.42
Echoing Truth	Return to Dust	41.3
Krasis Incubation	Farbog Explorer	15.6
Sea Serpent	Blood-Chin Fanatic	25.15
Mountain Goat	Wiitigo	55.84
Saltskitter	Sand Golem	70.49
Young Wolf	Metamorphose	72.4
The Wretched	Dimensional Breach	54.86
Ith, High Arcanist	Serra's Embrace	34.27
Goblin Bookie	Cogwork Tracker	49.84
Sensor Splicer	Bar the Door	17.06
Hollowhenge Scavenger	Meteor Crater	65.92
Siege Rhino	Champion of the Parish	73.28
Heroes' Bane	Presence of Gond	61.3
Primal Surge	Shield of the Ages	11.66
Flesh Reaver	Nema Siltlurker	25.8
Oathkeeper, Takeno's Daisho	Mizzix's Mastery	28.5
Haven of the Spirit Dragon	Heartless Hidetsugu	31.9
Kindly Stranger	Puncture Bolt	26.75
Planeswalker's Scorn	Overgrown Tomb	13.91
Mirran Mettle	Rotfeaster Maggot	67.83
Gorilla Berserkers	Darigaaz, the Igniter	17.19
Time Stretch	Violet Pall	86.85
Edge of Autumn	Mana Crypt	73.94
Ephara's Enlightenment	Ferocious Charge	71.95
Oran-Rief, the Vastwood	Street Spasm	77.12
Heroes' Reunion	Death Wish	24.83
Sprinting Warbrute	Phyrexian Arena	3.4
Baku Altar	Sootwalkers	44.1
Angel of Despair	Second Wind	73.14
Phyrexian Purge	Sun Droplet	41.13
Null Profusion	Guard Duty	84.18
Brushstrider	Nocturnal Raid	65.36
Cloudthresher	Detention Sphere	21.79
Ragemonger	Wake of Destruction	60.86
The Mimeoplasm	Tempest Owl	92.23
Angelheart Vial	Ajani's Chosen	70.04
Shadowmage Infiltrator	Wandering Tombshell	88.2
Cinder Elemental	B-I-N-G-O	52.6
Hydra Broodmaster	Compelling Deterrence	23.74
Kami of Ancient Law	Spincrusher	44.3
Merchant of Secrets	Battle Screech	17.66
Mirri, Cat Warrior	Slime Molding	81.69
Unchecked Growth	Gaea's Blessing	13.06
Impulsive Maneuvers	Malfunction	53.32
Lonely Sandbar	Cinder Giant	84.71
Rotting Giant	Thraben Foulbloods	46.68
Taste of Blood	Kathari Bomber	18.82
Fairgrounds Trumpeter	Aerial Predation	13.83
Viscerid Deepwalker	Meishin, the Mind Cage	20.14
Righteous Fury	Troll-Horn Cameo	65.84
Cowardice	Stingerfling Spider	58.29
Spawn of Thraxes	Lethal Vapors	63.46
Oppression	Fists of Ironwood	45.54
Cultbrand Cinder	Cogwork Grinder	59.2
Crookshank Kobolds	Ravenous Skirge	30.92
Explosive Growth	Need for Speed	57.06
Surge of Thoughtweft	Price of Progress	89.2
Searing Meditation	Embodiment of Spring	31.36
Skinrender	Krenko's Enforcer	90.49
Blind Creeper	Alabaster Kirin	41.76
Overgrown Battlement	Pine Walker	82.9
Drowner Initiate	Horizon Seed	73.08
Midnight Duelist	Power Sink	18.42
Gravetiller Wurm	Maze of Ith	87.9
Rumbling Slum	Boggart Loggers	15.6
Fortified Area	Armory Automaton	22.72
Brawl	Arbalest Elite	23.1
Pyromancer's Assault	Morselhoarder	37.11
Keymaster Rogue	Glint Hawk Idol	36.54
Daghatar the Adamant	Voice of Reason	85.34
Pack Hunt	Volcanic Rush	33.21
Psychic Rebuttal	Call to Arms	22.13
Backfire	Morbid Bloom	68.4
Ghostfire	Liquify	13.75
Invisible Stalker	Neverending Torment	65.21
Putrid Cyclops	Banshee of the Dread Choir	29.27
Exotic Curse	Evil Eye of Orms-by-Gore	72.7
Sylvan Bounty	Burrenton Shield-Bearers	37.92
Worms of the Earth	Sigiled Paladin	70.23
Iname, Death Aspect	Wheel of Sun and Moon	76.44
Hero of Bladehold	Seeker of the Way	21.97
Vault of the Archangel	Thornscape Battlemage	73.0
Shivan Harvest	Bump in the Night	68.82
Unstable Obelisk	Orim's Thunder	47.96
Conqueror's Flail	Feral Shadow	17.81
Mystic Barrier	Oblivion Stone	14.29
Lantern Kami	Breaker of Armies	79.4
Harsh Sustenance	Leech Bonder	43.51
Chosen of Markov	Riot Ringleader	29.3
Dream Stalker	Hot Soup	38.85
Pure Reflection	Cackling Imp	60.12
Magus of the Scroll	Apprentice Necromancer	39.26
Primeval Bounty	Tidal Wave	15.57
Civic Saber	Drudge Skeletons	37.08
Pain Magnification	Divinity of Pride	17.85
Urabrask the Hidden	Necropolis Regent	25.8
Jace, Memory Adept	Ring of Valkas	83.78
Rain of Daggers	Dwarven Grunt	33.15
Kei Takahashi	Graphic Violence	53.03
Earnest Fellowship	Rally the Forces	38.54
March of the Machines	Curse of Chains	22.46
Aphetto Vulture	Belligerent Sliver	70.85
Jedit Ojanen	Fauna Shaman	83.63
Gift of the Gargantuan	Vorrac Battlehorns	35.49
Serene Remembrance	Swan Song	93.53
Aurelia, the Warleader	Shattering Pulse	78.86
Fruitcake Elemental	Kessig Cagebreakers	31.24
Glare of Heresy	Akrasan Squire	47.31
Huntmaster of the Fells	Iizuka the Ruthless	93.16
Mox Emerald	Aven Trailblazer	89.37
Gisela, the Broken Blade	Pearl Lake Ancient	74.77
Grand Abolisher	Ajani Steadfast	53.1
Patron of the Kitsune	Chromium	57.37
Ethersworn Shieldmage	Ember Weaver	29.27
Bone Harvest	Pendrell Mists	28.43
Drownyard Explorers	Chandra, the Firebrand	82.6
Riverwheel Aerialists	Balance of Power	53.42
Jhessian Thief	Lava Blister	23.03
Windseeker Centaur	Dominating Licid	80.22
Silumgar Assassin	Atarka's Command	13.12
Skyline Despot	Rewind	74.08
Glass Golem	Fire Bowman	42.45
Cached Defenses	Rathi Fiend	40.76
Stolen Goods	Sea Troll	13.74
Moonmist	Dosan's Oldest Chant	17.35
Jaws of Stone	Pardic Firecat	54.35
Uncanny Speed	Peacekeeper	17.36
Bye	Phyrexian Dreadnought	100
Arborback Stomper	Tomorrow, Azami's Familiar	65.91
Kinscaer Harpoonist	Wolverine Pack	55.77
Sadistic Augermage	Innocence Kami	49.92
Collected Company	Minister of Pain	10.28
Telepathic Spies	Bladetusk Boar	45.74
Groundswell	Sunstrike Legionnaire	75.12
Leveler	Blowfly Infestation	65.32
Foul Renewal	Invocation of Saint Traft	46.57
Shadowfeed	Subterranean Hangar	49.05
Throat Slitter	Diabolic Intent	67.7
Goretusk Firebeast	Firehoof Cavalry	43.75
Akroan Line Breaker	Legion's Initiative	8.9
Raving Dead	Swiftwater Cliffs	34.58
Plains	Flame Wave	21.5
Pongify	Embermaw Hellion	69.72
Soltari Guerrillas	Epic Experiment	19.2
Oriss, Samite Guardian	Panic Spellbomb	22.48
Grotesque Hybrid	Contingency Plan	36.68
Sigiled Starfish	Geistflame	79.38
Mirror Match	Dromar's Attendant	21.0
Soul Rend	Vedalken Orrery	10.8
Doorkeeper	Volcanic Vision	55.33
Kiss of the Amesha	Quirion Dryad	16.61
Air Elemental	Cragganwick Cremator	49.66
Thada Adel, Acquisitor	Vigilant Drake	92.17
Marble Diamond	Nether Void	79.64
Kill Shot	Command Beacon	28.63
Dust to Dust	Torch Fiend	70.2
Wakedancer	Frightcrawler	19.93
Incremental Growth	Neurok Invisimancer	70.07
Woodlot Crawler	Jötun Grunt	65.2
Talara's Bane	Creepy Doll	9.89
Shattergang Brothers	Seer's Sundial	72.47
Centaur Archer	Heedless One	23.84
Battlefield Thaumaturge	Argentum Armor	67.77
Buried Ruin	My First Tome	67.17
Conquering Manticore	Zhur-Taa Druid	60.5
Forced March	Predatory Rampage	55.05
Ruination Guide	Biting Rain	47.52
Rumbling Slum	Overblaze	74.08
Spectral Shepherd	Bound in Silence	32.06
Wave of Terror	Undergrowth	55.92
Dimir Signet	Battlewise Valor	17.18
Rite of Consumption	Weapons Trainer	42.99
Snake Cult Initiation	Thassa, God of the Sea	7.71
Seed the Land	Chandler	42.0
Scuttling Death	Gargantuan Gorilla	55.5
Cloudcrown Oak	Consul's Lieutenant	22.32
Jovial Evil	Eye of Nowhere	73.38
Misthollow Griffin	Read the Bones	48.55
Bastion Mastodon	Mystic Snake	95.93
Knightly Valor	Simic Signet	71.83
Illuminated Wings	Mob Rule	82.96
Scrib Nibblers	Disciple of the Vault	79.4
Sangromancer	Thistledown Liege	55.86
Khalni Garden	Planar Collapse	49.19
Ghastly Demise	Elephant Grass	43.8
Mystic Monastery	Volcanic Wind	68.68
Earthquake	Dakmor Salvage	53.4
Ruric Thar, the Unbowed	Kiki-Jiki, Mirror Breaker	22.0
Gilt-Leaf Winnower	Wings of the Guard	91.12
Stormrider Rig	Yavimaya Coast	18.35
Stone Spirit	Rootwater Alligator	57.87
Impulse	Stone Calendar	82.43
Purphoros, God of the Forge	Hellhole Flailer	10.2
Phantom Monster	Bloodsoaked Champion	72.32
Marath, Will of the Wild	Fabricate	56.16
Silverchase Fox	Uncovered Clues	57.9
Lady Evangela	Ichor Wellspring	68.86
Eiganjo Free-Riders	Crazed Armodon	64.96
Silvos, Rogue Elemental	Tenza, Godo's Maul	34.7
Bitter Feud	Mental Agony	77.9
Brindle Boar	Kraken's Eye	68.9
Sidisi, Undead Vizier	Time Spiral	68.94
Dissipation Field	Fa'adiyah Seer	30.05
Bristling Hydra	Dimir Guildmage	42.18
Adriana, Captain of the Guard	Vampire Cutthroat	75.0
Onyx Talisman	Order	87.09
Dralnu's Crusade	Daxos the Returned	62.7
Shifting Wall	Stolen Grain	65.56
